,num_dol,num_degdbe,num_tfsi,num_ps,num_li,atoms_dol,atoms_degdbe,atoms_tfsi,atoms_ps,atoms_li,count,%
915,4,1,1,1,1,::1O:1O,,1N2O2S,,1L,1,0.03000300030003
916,2,2,2,1,1,1O:1O,:,:2O1S,,1L,1,0.03000300030003
917,4,1,1,1,1,::1O:1O,,1O1S,,1L,1,0.03000300030003
918,2,2,2,1,1,1O:1O,:,:2O,,1L,1,0.03000300030003
919,4,1,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
920,2,2,1,1,2,1O:1O,1O:2O,2O,,1L:1L,1,0.03000300030003
921,4,1,1,1,2,:1O:1O:1O,2O,1O1S,,1L:1L,1,0.03000300030003
922,2,2,1,1,1,:1O,:1O,1O,,1L,1,0.03000300030003
923,4,1,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
924,4,1,1,2,2,:1O:1O:1O,2O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
925,3,1,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
926,4,1,2,1,1,1O:1O:1O:1O,,:1O,,1L,1,0.03000300030003
927,4,1,2,1,1,:1O:1O:1O,,:1O,,1L,1,0.03000300030003
928,2,2,1,1,1,:,:3O,,,1L,1,0.03000300030003
929,2,2,1,1,1,:,:2O,2O1S,,1L,1,0.03000300030003
930,4,1,2,1,1,::1O:2O,,1O:1O,,1L,1,0.03000300030003
931,4,1,2,1,1,:::1O,,1O:1O,,1L,1,0.03000300030003
932,2,2,1,1,1,:,:2O,,,1L,1,0.03000300030003
933,2,2,1,1,1,:,:1O,1O,,1L,1,0.03000300030003
934,2,2,1,1,1,1O:2O,:,2O1S,,1L,1,0.03000300030003
935,2,2,1,1,1,1O:1O,:1O,1O,,1L,1,0.03000300030003
936,2,2,1,1,1,1O:1O,:,1N1O,,1L,1,0.03000300030003
937,2,2,1,1,1,1O:1O,:,,,1L,1,0.03000300030003
938,4,2,0,1,1,1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
939,4,1,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
940,4,1,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
941,2,2,1,1,1,:1O,:,3O2S,,1L,1,0.03000300030003
942,4,1,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
943,4,1,1,1,2,:1O:1O:2O,1O,1O,,1L:1L,1,0.03000300030003
944,2,2,1,1,1,:1O,1O:2O,,,1L,1,0.03000300030003
945,4,1,1,1,2,::1O:1O,,2O,,1L:1L,1,0.03000300030003
946,4,1,1,1,2,::1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
947,4,1,1,1,2,::1O:1O,2O,,,1L:1L,1,0.03000300030003
948,4,1,1,1,2,::1O:1O,2O,1O,,1L:1L,1,0.03000300030003
949,4,1,1,1,2,::1O:1O,3O,2O,,1L:1L,1,0.03000300030003
950,4,1,1,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
951,4,1,1,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
952,4,1,1,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
953,4,1,1,2,1,::1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
954,4,1,1,2,1,:::1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
955,4,1,1,2,1,:::1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
956,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
957,4,1,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
958,4,1,1,1,1,1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
959,4,1,1,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
960,4,1,0,2,2,::1O:1O,3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
961,4,0,2,1,2,1O:1O:1O:1O,,1O:3O,,1L:1L,1,0.03000300030003
962,4,0,2,1,2,1O:1O:1O:1O,,:,,1L:1L,1,0.03000300030003
963,3,0,1,1,2,1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
964,4,0,2,1,2,:1O:1O:1O,,1O1S:3O1S,,1L:1L,1,0.03000300030003
965,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
966,3,0,1,1,2,1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
967,4,0,2,1,2,:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
968,4,0,2,1,2,:1O:1O:1O,,:3O1S,,1L:1L,1,0.03000300030003
969,4,0,2,1,2,:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
970,4,0,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
971,3,0,0,2,1,::2O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
972,2,4,1,1,1,:,:::2O,1O,,1L,1,0.03000300030003
973,2,4,0,2,1,:1O,:::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
974,2,4,0,2,1,:1O,:::,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
975,2,4,0,1,1,:,:::3O,,,1L,1,0.03000300030003
976,4,1,0,1,1,:1O:1O:2O,1O,,,1L,1,0.03000300030003
977,4,0,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
978,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
979,2,3,2,1,1,:1O,::,1O:2O,,1L,1,0.03000300030003
980,3,0,1,1,2,1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
981,3,0,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
982,4,0,1,1,2,::1O:1O,,2O,,1L:1L,1,0.03000300030003
983,4,0,1,1,2,::1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
984,4,0,1,1,2,::1O:2O,,3O1S,,1L:1L,1,0.03000300030003
985,4,0,1,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
986,4,0,1,2,1,::1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
987,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
988,4,0,1,2,2,1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
989,3,0,1,2,2,1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
990,3,0,1,1,2,:1O:1O,,2O,,1L:1L,1,0.03000300030003
991,4,0,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
992,4,0,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
993,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
994,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
995,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
996,4,1,0,1,1,::1O:1O,1O,,,1L,1,0.03000300030003
997,2,3,1,1,1,:1O,::2O,,,1L,1,0.03000300030003
998,4,1,0,2,2,::1O:1O,2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
999,4,1,0,2,1,:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1000,4,1,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1001,4,1,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1002,4,1,0,2,1,::1O:1O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1003,4,1,0,2,1,::1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1004,2,3,0,1,1,:1O,::1O,,,1L,1,0.03000300030003
1005,2,3,0,1,1,:1O,:1O:3O,,,1L,1,0.03000300030003
1006,4,1,0,2,1,::1O:2O,,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1007,4,1,0,2,1,:::1O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1008,4,1,0,2,1,:::1O,,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1009,4,1,0,2,1,:::1O,,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1010,4,1,0,2,1,:::1O,,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1011,4,1,0,2,1,:::1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1012,4,1,0,2,2,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1013,2,3,0,1,1,:,:1O:3O,,,1L,1,0.03000300030003
1014,4,1,0,2,2,::1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1015,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
1016,2,3,0,1,2,:1O,:2O:3O,,,1L:1L,1,0.03000300030003
1017,2,3,1,1,1,:,::3O,1O,,1L,1,0.03000300030003
1018,2,3,0,2,1,1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1019,2,3,1,1,1,:,::2O,,,1L,1,0.03000300030003
1020,4,1,0,1,1,:::2O,2O,,,1L,1,0.03000300030003
1021,2,3,1,1,1,:,::1O,1O,,1L,1,0.03000300030003
1022,2,3,1,1,1,1O:1O,::2O,,,1L,1,0.03000300030003
1023,4,1,0,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1024,4,1,0,1,2,1O:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
1025,2,3,1,1,1,1O:1O,::1O,1O,,1L,1,0.03000300030003
1026,2,3,1,1,1,1O:1O,::,1N1O,,1L,1,0.03000300030003
1027,2,3,0,2,1,:2O,::,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1028,2,3,0,2,1,:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1029,4,1,0,2,1,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
1030,4,1,0,2,1,1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1031,4,1,0,2,1,1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1032,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1033,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1034,3,3,1,1,1,::1O,::1O,,,1L,1,0.03000300030003
